image_name,nominal_label,total_pixels,avg_color_R,avg_color_G,avg_color_B,sift_match_percentage_with_belakang_100k.jpg,sift_match_percentage_with_belakang_10k.jpg,sift_match_percentage_with_belakang_1k.jpg,sift_match_percentage_with_belakang_20k.jpg,sift_match_percentage_with_belakang_2k.jpg,sift_match_percentage_with_belakang_50k.jpg,sift_match_percentage_with_belakang_5k.jpg,sift_match_percentage_with_depan_100k.jpg,sift_match_percentage_with_depan_10k.jpg,sift_match_percentage_with_depan_1k.jpg,sift_match_percentage_with_depan_20k.jpg,sift_match_percentage_with_depan_2k.jpg,sift_match_percentage_with_depan_50k.jpg,sift_match_percentage_with_depan_5k.jpg,orb_match_percentage_with_belakang_100k.jpg,orb_match_percentage_with_belakang_10k.jpg,orb_match_percentage_with_belakang_1k.jpg,orb_match_percentage_with_belakang_20k.jpg,orb_match_percentage_with_belakang_2k.jpg,orb_match_percentage_with_belakang_50k.jpg,orb_match_percentage_with_belakang_5k.jpg,orb_match_percentage_with_depan_100k.jpg,orb_match_percentage_with_depan_10k.jpg,orb_match_percentage_with_depan_1k.jpg,orb_match_percentage_with_depan_20k.jpg,orb_match_percentage_with_depan_2k.jpg,orb_match_percentage_with_depan_50k.jpg,orb_match_percentage_with_depan_5k.jpg
IMG_20241214_181230.jpg,1000,12000000,93.22206008333333,108.72222275,119.81883175,0.09459370689088879,0.17473559745122513,0.05912106680680548,0.06306247126059251,0.11692833212901531,0.04598305196084872,0.04992445641463575,0.12743874400578073,0.684490573474348,0.08014189056033634,0.034158838599487616,0.02890363266110491,0.07882808907574065,0.02627602969191355,1.7999999999999998,2.0,2.0,2.8000000000000003,2.0,2.0,1.7999999999999998,2.0,2.0,1.6,2.0,1.7999999999999998,2.0,1.7999999999999998
IMG_20241214_181244.jpg,1000,12000000,140.69895941666667,153.73542233333333,161.94650458333334,0.05203311754893409,0.21272362762652466,0.021425401343678742,0.03519887363604365,0.27393906003703533,0.038259645256569184,0.06121543241051069,0.029077330394992575,0.4285080268735748,0.039790031066831946,0.026016558774467045,0.041320416877094715,0.07651929051313837,0.06427620403103622,1.7999999999999998,2.0,1.7999999999999998,1.6,1.7999999999999998,1.7999999999999998,1.7999999999999998,1.7999999999999998,2.1999999999999997,2.0,2.0,1.6,1.7999999999999998,1.7999999999999998
IMG_20241214_181308.jpg,1000,12000000,83.06143358333334,97.29865816666667,97.75054225,0.2222970697204446,0.09206242281351745,0.042663073986751995,0.08308072302683284,0.12125294712024251,0.02694509936005389,0.05389019872010778,0.1526888963736387,1.4303356910295273,0.060626473560121255,0.04490849893342315,0.058381048613450094,0.13697092174694062,0.13023464690692713,2.0,1.7999999999999998,2.4,2.6,2.6,2.4,2.0,2.0,2.0,2.4,2.4,2.0,2.4,2.1999999999999997
IMG_20241214_181328.jpg,1000,12000000,123.81645908333333,153.4004665,155.28063,0.20132565198538063,0.2679179830266989,0.03407049495137211,0.06814098990274423,0.17499845134113856,0.09756550826983831,0.04491110698135415,0.11150343802267236,0.5652604844204919,0.06039769559561419,0.05265440128848417,0.04645976584278015,0.17344979247971257,0.0929195316855603,2.0,2.0,2.1999999999999997,2.1999999999999997,2.1999999999999997,2.1999999999999997,1.6,2.0,2.1999999999999997,1.6,2.4,1.7999999999999998,2.0,2.0
IMG_20241214_181348.jpg,1000,12000000,120.3634465,133.42555566666667,151.0941025,0.11614401858304298,0.22317870237525905,0.03416000546560087,0.06376534353578829,0.17080002732800437,0.025050670674773977,0.025050670674773977,0.05237867504725468,0.637653435357883,0.04782400765184123,0.02960533807018742,0.036437339163307596,0.12297601967616315,0.07742934572202864,2.1999999999999997,2.0,2.1999999999999997,2.0,2.0,2.0,2.4,1.7999999999999998,2.1999999999999997,2.0,2.1999999999999997,1.7999999999999998,1.7999999999999998,1.7999999999999998
IMG_20241214_181406.jpg,1000,12000000,68.60215708333334,107.58338383333333,142.55842716666666,0.08356626228279976,0.165691726940034,0.03169754776244129,0.043223928766965396,0.10805982191741349,0.03169754776244129,0.043223928766965396,0.10805982191741349,0.8745641587182664,0.03457914301357231,0.044664726392530905,0.04178313114139988,0.08068466703166872,0.06771748840157911,2.1999999999999997,2.1999999999999997,2.0,2.0,2.0,1.7999999999999998,2.1999999999999997,1.7999999999999998,2.4,1.6,1.7999999999999998,2.1999999999999997,2.0,1.7999999999999998
IMG_20241214_181424.jpg,1000,12000000,124.72193491666667,147.70015,153.15971775,0.2294614195696112,0.21757222684579716,0.1153251694209963,0.10105813815241946,0.16763761740577815,0.05706812507430746,0.07133515634288431,0.041612174533349186,0.27107359410296045,0.051123528712400425,0.041612174533349186,0.1985495184876947,0.14861490904767566,0.04636785162287481,2.0,2.0,1.6,1.7999999999999998,2.0,2.0,2.0,1.7999999999999998,2.0,1.7999999999999998,2.4,2.0,2.1999999999999997,2.4
IMG_20241214_181433.jpg,1000,12000000,96.8318965,122.87985533333334,129.40978241666667,0.08478393344461224,0.19871234401080995,0.03709297088201786,0.047690962562594384,0.19076385025037754,0.045041464642450256,0.03709297088201786,0.05828895424317092,0.5510955673899796,0.05828895424317092,0.03179397504172959,0.04239196672230612,0.2278568211323954,0.13512439392735076,1.7999999999999998,1.7999999999999998,1.6,1.6,2.0,1.7999999999999998,2.0,1.6,2.0,1.7999999999999998,1.7999999999999998,1.6,1.6,2.0
IMG_20241214_181519.jpg,1000,12000000,160.15586416666667,174.1538335,179.77743616666666,0.5976479660690187,0.17554006473674064,0.17249601737136364,0.20395117348025937,0.32875711546071656,0.02435237892301604,0.10349761042281819,0.14205554371759357,0.2546852962365428,0.08624800868568182,0.052763487666534756,0.5083559100179599,0.5174880521140909,0.23236228222377805,2.0,1.7999999999999998,1.7999999999999998,2.0,1.7999999999999998,1.7999999999999998,1.7999999999999998,1.7999999999999998,2.0,2.0,2.1999999999999997,1.7999999999999998,2.4,2.4
IMG_20241214_181604.jpg,1000,12000000,124.24116008333333,166.29277325,177.88554008333332,0.3738493551686437,0.18457342377822974,0.05055195683098012,0.05407883754011826,0.20926158874219677,0.08934764463149975,0.038795687800519625,0.03762006089747358,0.3491611902046767,0.11050892888632864,0.036444433994427525,0.04467382231574987,0.5349102408859524,0.06348385276448666,2.1999999999999997,1.7999999999999998,2.0,2.1999999999999997,1.7999999999999998,1.7999999999999998,1.6,1.7999999999999998,1.6,1.7999999999999998,2.0,1.7999999999999998,2.1999999999999997,1.7999999999999998
